"Id","EZI_ADD","Geographical.Coordinate","Archetype","BDIAgentType","HasDependents","WillGoHomeAfterVisitingDependents","WillGoHomeBeforeLeaving","WillStay","ResponseThresholdInitial","ResponseThresholdFinal","ImpactFromVisibleSmoke","ImpactFromImmersionInSmoke","ImpactFromVisibleEmbers","ImpactFromVisibleFire","ImpactFromVisibleResponders","ImpactFromMessageAdvice","ImpactFromMessageWatchAndAct","ImpactFromMessageEmergencyWarning","ImpactFromMessageEvacuateNow","ImpactFromMessageRespondersAttending","ImpactFromFireDangerIndexRating","ImpactFromSocialMessage","LagTimeInMinsForInitialResponse","LagTimeInMinsForFinalResponse","HasDependentsAtLocation"
253,"85 RYMERS ROAD GLADYSDALE 3797","[145.6474540299999, -37.861434029085245]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,10.26,5.28,""
254,"500 TARRANGO ROAD GLADYSDALE 3797","[145.65779079599994, -37.82222166908554]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.32,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,14.72,3.15,""
255,"48 HAZELDENE ROAD GLADYSDALE 3797","[145.65002374000002, -37.82662483908555]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.41,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,23.34,5.73,""
256,"720 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66387347, -37.82877841908552]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.38,0.9,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.22,5.39,""
257,"60 HAZELDENE ROAD GLADYSDALE 3797","[145.648785, -37.82740039908553]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.36,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.59,7.27,""
258,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.27,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18,5.06,""
259,"99 HAZELDENE ROAD GLADYSDALE 3797","[145.64634952999992, -37.83006766908551]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.5,0.88,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,5.78,4.06,""
260,"HAZELDENE ROAD GLADYSDALE 3797","[145.64983671000002, -37.826742099085514]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.59,0.91,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.93,4.45,""
261,"25 BAROONA ROAD GLADYSDALE 3797","[145.64890660999998, -37.812213549085705]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.41,0.94,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.55,5.26,""
262,"80 HAZELDENE ROAD GLADYSDALE 3797","[145.64714911999994, -37.828424739085555]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.94,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.95,5.14,""
263,"523 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65001284000002, -37.81784051908564]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.47,1.01,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.99,5.13,""
264,"25 HAZELDENE ROAD GLADYSDALE 3797","[145.65228505000002, -37.8256003090856]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.37,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.97,4.64,""
265,"595 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65378332999998, -37.82349172908553]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.76,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,20.23,4.37,""
266,"528 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64966526999996, -37.818585089085595]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.35,0.79,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.9,5.09,""
267,"5 HAZELDENE ROAD GLADYSDALE 3797","[145.65392695399996, -37.824248975085574]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.41,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.42,6.98,""
268,"720 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66387347, -37.82877841908552]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.42,1.02,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.24,3.7,""
269,"75 HAZELDENE ROAD GLADYSDALE 3797","[145.64802214999995, -37.82830166908551]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.42,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,19.34,6.16,""
270,"512 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64902679999997, -37.817339009085636]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.4,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.82,5.65,""
271,"489 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64822310999998, -37.81543220908565]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.48,0.95,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.39,5.18,""
272,"400 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64006347999995, -37.80979122908565]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.4,0.79,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,11.66,3.05,""
273,"27 HAZELDENE ROAD GLADYSDALE 3797","[145.65207644999995, -37.82573436908554]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.26,0.96,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,16.05,5.11,""
274,"483 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6472744599999, -37.814843279085615]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.66,0.85,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.25,4.19,""
275,"570 HAZELDENE ROAD GLADYSDALE 3797","[145.64008247, -37.858481639085255]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","false","true",0.42,1,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.17,4.86,""
276,"10 PRICES ROAD GLADYSDALE 3797","[145.64148992999998, -37.84063660908541]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.56,0.81,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.37,5.97,""
277,"430 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64108409999992, -37.81066421908565]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","false","true","true",0.45,0.86,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,17.48,5.02,""
278,"610B PARKINSONS ROAD GLADYSDALE 3797","[145.64270173699998, -37.83094410108549]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.31,0.93,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,18.9,4.47,""
279,"15 HAZELDENE ROAD GLADYSDALE 3797","[145.65328173999998, -37.82497957908556]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.43,0.84,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,22.12,5.66,""
280,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.54,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,15.56,6.77,""
281,"HAZELDENE ROAD GLADYSDALE 3797","[145.65392695399996, -37.824248975085574]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.33,0.91,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.42,3.56,""
282,"101 HAZELDENE ROAD GLADYSDALE 3797","[145.64634862, -37.830353319085475]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.36,0.98,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.55,3.22,""
283,"610 HAZELDENE ROAD GLADYSDALE 3797","[145.63575111999998, -37.86282062908524]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.46,0.89,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.71,4.29,""
284,"480A LITTLE YARRA ROAD GLADYSDALE 3797","[145.64775739799992, -37.816050457085645]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.41,0.77,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.27,6.02,""
285,"536 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65032188, -37.81912901908562]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.39,0.83,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.62,5.63,""
286,"LITTLE YARRA ROAD GLADYSDALE 3797","[145.64732783299993, -37.81549105808563]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.46,0.65,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.78,5.23,""
287,"508 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64848930999992, -37.81675249908564]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.45,0.81,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,12.33,5.72,""
288,"505 HAZELDENE ROAD GLADYSDALE 3797","[145.65258834999995, -37.85463285908532]","Experienced.Independent","io.github.agentsoz.ees.agents.archetype.ExperiencedIndependent","false","true","true","true",0.26,0.92,0,0.2,0.3,0.4,0,0,0,0,0.325,0,0,0.1,13.62,4.95,""
289,"1580 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74488212999992, -37.86106130908529]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.32,0.38,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,10.89,8.38,""
290,"13 SURREY ROAD POWELLTOWN 3797","[145.75485962000002, -37.8665382290852]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.36,0.47,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,8.69,7.41,""
291,"10 TEA TREE LANE POWELLTOWN 3797","[145.74666498999994, -37.86305349908523]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.49,0.52,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.2,6.41,""
292,"1525 LITTLE YARRA ROAD POWELLTOWN 3797","[145.73829098999997, -37.86011026908527]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","true","true","false",0.59,0.32,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,13.32,7.8,"[145.633104,-37.771056]"
293,"12 SURREY ROAD POWELLTOWN 3797","[145.75511392999996, -37.866288569085214]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.31,0.43,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.12,12,""
294,"LITTLE YARRA ROAD POWELLTOWN 3797","[145.74533914999992, -37.86081309908523]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.42,0.44,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.33,9.92,""
295,"10 MESSMATE CLOSE POWELLTOWN 3797","[145.75915014999995, -37.86650861908521]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.57,0.34,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.29,9.91,""
296,"1621 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74878370999997, -37.86212971908523]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.4,0.48,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.9,10.72,""
297,"1563 LITTLE YARRA ROAD POWELLTOWN 3797","[145.7427383199999, -37.860309859085255]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.51,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,18.97,8.05,""
298,"1647 LITTLE YARRA ROAD POWELLTOWN 3797","[145.7514898299999, -37.862771319085226]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.39,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.66,7.25,""
299,"15 LLOYDS ROAD POWELLTOWN 3797","[145.75795920999994, -37.86610233908523]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.46,0.47,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,13.17,7.58,""
300,"MOUNT BEENAK ROAD THREE BRIDGES 3797","[145.68143043999996, -37.87790004908515]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.3,0.59,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.23,6.82,"[145.740101,-37.819915]"
301,"195 MT BRIDE ROAD THREE BRIDGES 3797","[145.7344725299999, -37.821227389085585]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.4,0.65,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.63,8.49,""
302,"YARRA JUNCTION-NOOJEE ROAD THREE BRIDGES 3797","[145.6863780999999, -37.84599215908536]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.29,0.65,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.26,10.42,""
303,"1010 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68529813999996, -37.845881919085386]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.41,0.36,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.84,8.62,"[145.660952,-37.831876]"
304,"15 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69066251, -37.85424231908534]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.13,0.61,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.29,9.52,""
305,"9 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6909284099999, -37.85270411908536]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.37,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,20.38,8.88,""
306,"25 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.690302, -37.8559867590853]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.44,0.52,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,12.42,10.85,""
307,"33 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6900367099999, -37.85748890908527]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.55,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,8.85,7.3,"[145.626820,-37.790733]"
308,"BLACKSANDS ROAD THREE BRIDGES 3797","[145.68236520000002, -37.83008157908553]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.28,0.43,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,19.49,12.18,""
309,"25 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.690302, -37.8559867590853]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.27,0.48,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.61,10.12,""
310,"1010 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68529813999996, -37.845881919085386]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.51,0.57,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,12.42,10.9,""
311,"400 PARKINSONS ROAD GLADYSDALE 3797","[145.62632993199995, -37.825848613085526]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.38,0.56,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.49,12.33,""
312,"483 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6472744599999, -37.814843279085615]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.52,0.6,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,13.06,7.49,""
313,"585 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65358173, -37.823106569085574]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.42,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.68,12.53,"[145.618999,-37.780630]"
314,"TORBETTS ROAD GLADYSDALE 3797","[145.65489264999994, -37.85293157908537]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.39,0.48,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.07,7.09,""
315,"75 HAZELDENE ROAD GLADYSDALE 3797","[145.64802214999995, -37.82830166908551]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.27,0.41,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.53,10.54,""
316,"64 HAZELDENE ROAD GLADYSDALE 3797","[145.64842896000002, -37.827623359085564]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.46,0.58,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.12,8.55,""
317,"HAZELDENE ROAD GLADYSDALE 3797","[145.65226689999994, -37.85984023908526]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.44,0.47,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.74,10.13,"[145.633577,-37.772949]"
318,"610 PARKINSONS ROAD GLADYSDALE 3797","[145.64586955699994, -37.829214115085556]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","true","false",0.48,0.45,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.91,10.51,"[145.622497,-37.824025]"
319,"435 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6435175, -37.81205092908565]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","true","false",0.49,0.49,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,20.95,7.89,""
320,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.5,0.42,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.57,10.11,""
321,"80 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65092935999994, -37.86048609908529]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.6,0.56,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.08,6.75,""
322,"340 PRICES ROAD GLADYSDALE 3797","[145.62900537999994, -37.850496789085376]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.29,0.41,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.94,12.59,""
323,"10 RYMERS ROAD GLADYSDALE 3797","[145.64312611, -37.858633929085265]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.58,0.48,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.17,8.53,""
324,"52 HAZELDENE ROAD GLADYSDALE 3797","[145.64949418999998, -37.826956389085574]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.52,0.48,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,12.57,10.43,""
325,"105 SALES ROAD GLADYSDALE 3797","[145.63968053999994, -37.868354859085215]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.4,0.45,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,11.63,10.15,""
326,"15 HAZELDENE ROAD GLADYSDALE 3797","[145.65328173999998, -37.82497957908556]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.39,0.61,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,12.22,8.29,""
327,"MCMASTERS ROAD GLADYSDALE 3797","[145.66128221999995, -37.824941069085575]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","true","false",0.23,0.52,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,18.31,10.23,"[145.612725,-37.817195]"
328,"550 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65114287999992, -37.82047460908562]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.37,0.5,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.75,8.79,""
329,"500 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64790805999993, -37.81651007908561]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.4,0.59,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.8,11.71,""
330,"185 PRICES ROAD GLADYSDALE 3797","[145.62866331999996, -37.842786879085466]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","true","false",0.45,0.46,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,13.68,10.1,""
331,"532 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64995206, -37.8190570190856]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.44,0.31,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.42,11.06,""
332,"610 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6554710599999, -37.82482417908559]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.47,0.52,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.75,9.96,"[145.633279,-37.780445]"
333,"40 HAZELDENE ROAD GLADYSDALE 3797","[145.65067102999998, -37.82621955908555]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.54,0.61,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.51,11.1,""
334,"505 PARKINSONS ROAD GLADYSDALE 3797","[145.63574387999992, -37.82681789908551]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.5,0.49,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.49,9.1,""
335,"505 PARKINSONS ROAD GLADYSDALE 3797","[145.63574387999992, -37.82681789908551]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.45,0.43,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,19.06,8.8,"[145.644537,-37.778768]"
336,"76 HAZELDENE ROAD GLADYSDALE 3797","[145.64740684, -37.82826322908555]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.4,0.61,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.95,7.7,""
337,"477 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64705757, -37.8146097290856]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.34,0.63,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,17.1,8.37,""
338,"5A HAZELDENE ROAD GLADYSDALE 3797","[145.65385181299993, -37.8245289850856]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.38,0.57,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.65,11.51,""
339,"521 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64984479999993, -37.817606379085575]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","true","false","false",0.55,0.75,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.82,8.53,""
340,"505 PARKINSONS ROAD GLADYSDALE 3797","[145.63574387999992, -37.82681789908551]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","true","false",0.52,0.6,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,13,10.7,"[145.633104,-37.771056]"
341,"46 HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.23,0.41,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,11.49,8.64,""
